7,992,1865,235000
7,570,1920,170000
5,864,892,110000
5,1078,1078,149900
6,756,1573,177500
9,1980,1980,315000
5,612,2601,189000
7,1530,1530,260000
4,715,1738,104900
6,616,1412,156932
7,600,1200,144152
7,814,1674,216000
7,873,1790,193000
5,757,1475,127000
6,848,848,144000
8,1657,1668,232000
4,840,1374,105000
6,992,1661,165500
7,1108,2097,274300
10,2633,2633,466500
7,1026,1958,250000
8,1571,1571,239000
6,768,790,91000
5,984,1604,117000
6,483,987,83000
5,384,1394,167500
3,864,864,58500
6,1205,2117,237500
7,596,1762,157000
5,816,1416,112000
6,560,1258,105000
4,796,1154,125500
7,1392,2784,250000
6,714,2526,136000
9,1746,1746,377500
6,735,1218,131000
7,1525,1525,235000
5,1584,1584,124000
5,864,900,123000
6,482,1912,163000
7,1356,1500,246578
8,1094,2482,281213
5,747,1687,160000
5,939,1513,137500
5,1208,1904,138000
6,976,1608,137450
6,862,1158,120000
6,839,1593,193000
7,1286,1294,193879
8,1485,1464,282922
3,672,1214,105000
8,1594,1646,275000
5,768,768,133000
5,833,833,112000
4,622,1363,125500
7,791,2093,215000
7,944,1840,230000
6,856,1668,140000
4,0,1040,90000
8,1844,1844,257000
6,833,1848,207000
7,1386,1569,175900
4,777,2290,122500
8,1284,2450,340000
5,1144,1144,124000
6,1844,1844,223000
6,708,1416,179900
6,1069,1069,127500
6,848,848,136500
6,697,2201,274970
5,1024,1344,144000
6,1252,1252,142000
7,1223,2127,271000
5,913,1558,140000
5,788,804,119000
6,1440,1440,182900
5,732,1838,192140
6,958,958,143750
4,656,968,64500
6,936,1792,186500
5,1126,1126,160000
6,1319,1537,174000
4,864,864,120500
8,1932,1932,394617
6,912,1236,149700
7,539,1725,197000
6,588,2555,191000
6,848,848,149300
10,1017,2007,310000
6,952,952,121000
7,1422,1422,179600
6,814,913,129000
5,1188,1188,157900
8,1220,2090,240000
4,560,1346,112000
5,630,630,92000
5,896,1792,136000
8,1573,1578,287090
5,547,1072,145000
5,1140,1140,84500
7,1221,1221,185000
6,953,1647,175000
6,1542,2073,210000
7,1152,2340,266500
5,1078,1078,142125
5,1256,1256,147500
